case_name,aircon,ventilation,exhaust,1_x,1_y,1_z,1_angle,2_x,2_y,2_z,2_angle,3_x,3_y,3_z,3_angle,4_x,4_y,4_z,4_angle,5_x,5_y,5_z,5_angle,office_size_x,office_size_y,RoI
office5_360_82_bout,360,82,2,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,165.6181818181818
office5_360_82_aout,360,82,1,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,181.6848484848485
office5_0_0,0,0,3,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,156.66666666666669
office5_960_164_bout,960,164,2,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,204.72727272727275
office5_0_246_aout,0,246,1,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,175.6
office5_360_164_aout,360,164,1,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,203.86666666666665
office5_360_0,360,0,3,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,179.95757575757574
office5_0_82_bout,0,82,2,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,171.4121212121212
office5_960_246_aout,960,246,1,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,216.73939393939395
office5_960_164_aout,960,164,1,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,202.58181818181816
office5_0_164_bout,0,164,2,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,170.84242424242424
office5_0_246_bout,0,246,2,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,191.8
office5_960_82_bout,960,82,2,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,209.83636363636364
office5_660_0,660,0,3,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,203.84242424242424
office5_360_246_aout,360,246,1,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,172.53939393939396
office5_960_0,960,0,3,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,180.96363636363637
office5_960_246_bout,960,246,2,4.19,3.575,1.255,90.0,2.74,3.575,1.255,90.0,1.31,1.266,1.255,90.0,2.76,1.266,1.255,90.0,4.21,1.266,1.255,90.0,6.0,5.5,200.33939393939397
office22_360_164_bout,360,164,2,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,101.89321266968324
office22_660_246_aout,660,246,1,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,96.3076923076923
office22_660_82_bout,660,82,2,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,79.54389140271493
office22_660_82_aout,660,82,1,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,69.65067873303167
office22_660_164_bout,660,164,2,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,90.76199095022623
office22_0_164_aout,0,164,1,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,104.05429864253392
office22_0_82_aout,0,82,1,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,122.33122171945702
office22_660_164_aout,660,164,1,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,79.83348416289593
office22_660_246_bout,660,246,2,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,94.3239819004525
office22_360_246_bout,360,246,2,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,86.98280542986427
office22_960_82_aout,960,82,1,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,83.58371040723983
office22_360_82_bout,360,82,2,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,65.83529411764707
office22_360_82_aout,360,82,1,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,96.03257918552036
office22_0_0,0,0,3,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,102.25520361990952
office22_960_164_bout,960,164,2,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,100.01809954751133
office22_0_246_aout,0,246,1,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,108.74932126696834
office22_360_164_aout,360,164,1,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,80.05429864253394
office22_360_0,360,0,3,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,68.30045248868778
office22_0_82_bout,0,82,2,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,100.99547511312215
office22_960_246_aout,960,246,1,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,96.289592760181
office22_960_164_aout,960,164,1,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,101.11855203619908
office22_0_164_bout,0,164,2,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,128.47420814479636
office22_0_246_bout,0,246,2,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,127.59095022624432
office22_960_82_bout,960,82,2,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,103.79366515837106
office22_660_0,660,0,3,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,80.06515837104072
office22_360_246_aout,360,246,1,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,82.08506787330317
office22_960_0,960,0,3,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,96.9556561085973
office22_960_246_bout,960,246,2,3.57,4.235,1.255,270.0,5.02,4.235,1.255,270.0,2.73,2.315,1.255,90.0,4.18,2.315,1.255,90.0,5.63,2.315,1.255,90.0,8.5,6.5,111.59819004524886
office3_960_164_aout,960,164,1,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,150.22424242424242
office3_960_82_bout,960,82,2,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,160.02424242424246
office3_960_246_bout,960,246,2,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,117.87878787878788
office3_660_164_bout,660,164,2,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,155.8181818181818
office3_0_164_bout,0,164,2,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,168.43030303030304
office3_0_82_aout,0,82,1,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,151.33939393939394
office3_960_82_aout,960,82,1,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,158.2181818181818
office3_0_246_bout,0,246,2,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,129.6121212121212
office3_0_0,0,0,3,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,160.59393939393937
office3_0_82_bout,0,82,2,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,143.9090909090909
office3_660_246_bout,660,246,2,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,168.76363636363638
office3_0_246_aout,0,246,1,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,170.2909090909091
office3_660_164_aout,660,164,1,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,109.20000000000002
office3_360_82_aout,360,82,1,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,155.72727272727272
office3_660_246_aout,660,246,1,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,136.86666666666667
office3_660_82_bout,660,82,2,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,175.3090909090909
office3_360_164_aout,360,164,1,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,155.44848484848484
office3_360_0,360,0,3,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,169.53939393939396
office3_960_0,960,0,3,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,179.24242424242425
office3_660_82_aout,660,82,1,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,177.06060606060606
office3_0_164_aout,0,164,1,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,151.6909090909091
office3_360_246_bout,360,246,2,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,159.86666666666667
office3_960_246_aout,960,246,1,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,134.1818181818182
office3_960_164_bout,960,164,2,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,155.07272727272726
office3_360_246_aout,360,246,1,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,138.46666666666667
office3_360_164_bout,360,164,2,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,155.8969696969697
office3_660_0,660,0,3,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,182.64242424242423
office3_360_82_bout,360,82,2,5.016,0.94,1.255,0.0,5.016,2.39,1.255,0.0,5.016,3.84,1.255,0.0,0.985,1.99,1.255,180.0,0.985,0.54,1.255,180.0,6.0,5.5,148.4909090909091
office16_360_164_bout,360,164,2,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,130.73333333333332
office16_660_246_aout,660,246,1,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,143.0088888888889
office16_660_82_bout,660,82,2,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,132.5688888888889
office16_660_82_aout,660,82,1,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,132.28
office16_660_164_bout,660,164,2,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,131.5911111111111
office16_0_164_aout,0,164,1,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,138.1288888888889
office16_0_82_aout,0,82,1,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,147.1822222222222
office16_660_164_aout,660,164,1,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,136.7911111111111
office16_660_246_bout,660,246,2,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,146.2577777777778
office16_360_246_bout,360,246,2,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,128.1511111111111
office16_960_82_aout,960,82,1,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,163.27555555555557
office16_360_82_bout,360,82,2,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,132.2088888888889
office16_360_82_aout,360,82,1,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,134.93333333333334
office16_0_0,0,0,3,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,147.07999999999998
office16_960_164_bout,960,164,2,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,149.96444444444444
office16_0_246_aout,0,246,1,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,159.0977777777778
office16_360_164_aout,360,164,1,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,139.95111111111112
office16_360_0,360,0,3,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,121.75111111111111
office16_0_82_bout,0,82,2,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,170.83555555555557
office16_960_246_aout,960,246,1,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,166.04
office16_960_164_aout,960,164,1,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,140.8488888888889
office16_0_164_bout,0,164,2,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,151.76444444444445
office16_0_246_bout,0,246,2,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,156.54222222222222
office16_960_82_bout,960,82,2,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,152.84444444444443
office16_660_0,660,0,3,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,149.47111111111113
office16_360_246_aout,360,246,1,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,140.4088888888889
office16_960_0,960,0,3,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,151.88444444444443
office16_960_246_bout,960,246,2,7.735,2.505,1.255,180.0,6.26,3.485,1.255,270.0,4.81,3.485,1.255,270.0,5.86,1.566,1.255,90.0,4.41,1.566,1.255,90.0,9.0,5.0,155.32888888888888
